epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_precision,val_recall,val_f1_score,val_mcc,val_roc_auc
1,0.41549797239547775,0.8041725936462779,0.2885434315963225,0.8579545454545454,0.8210116731517509,0.8791666666666667,0.8490945674044266,0.7167173551602238,0.9476707175925927
2,0.27831349289773366,0.8648648648648649,0.2547267892143943,0.8731060606060606,0.8365758754863813,0.8958333333333334,0.8651911468812877,0.747157088390967,0.9586805555555555
3,0.2312739248550464,0.894262683736368,0.23552816970781845,0.8958333333333334,0.8714859437751004,0.9041666666666667,0.8875255623721882,0.7910495746753948,0.9648003472222222
4,0.18604249694778094,0.9155998103366524,0.24327409741553394,0.884469696969697,0.8713692946058091,0.875,0.8731808731808732,0.7671003501908369,0.9637152777777778
5,0.17007179560396785,0.9246088193456614,0.22963312471454794,0.8901515151515151,0.8611111111111112,0.9041666666666667,0.8821138211382114,0.7802045474120676,0.9677228009259259
6,0.14941081390908229,0.9407302038880986,0.2314126579598947,0.8939393939393939,0.8709677419354839,0.9,0.8852459016393442,0.7870690735726443,0.9691984953703703
7,0.11348751705579703,0.9568515884305357,0.23332916335626083,0.8958333333333334,0.8775510204081632,0.8958333333333334,0.8865979381443299,0.7904382792179581,0.9710358796296297
